id_linha,id_pedido,data_pedido,data_envio,modo_envio,id_cliente,nome_cliente,segmento,pais,cidade,estado,codigo_postal,regiao,id_produto,categoria,subcategoria,nome_produto,vendas,quantidade,desconto,lucro,dias_entrega,margem_lucro,ano_mes
8994,CA-2017-159100,2017-10-16,2017-10-21,Classe Padrão,VP-21760,Victoria Pisteka,Corporativo,United States,Columbia,Tennessee,38401,Sul,FUR-TA-10001950,Móveis,Tables,Balt Solid Wood Round Tables,1875.258,7,0.4,-968.8833,5,-51.66666666666666,2017-10
8995,CA-2014-109043,2014-08-15,2014-08-17,Primeira Classe,CS-12355,Christine Sundaresam,Consumidor,United States,Hollywood,Florida,33021,Sul,OFF-PA-10000312,Materiais de Escritório,Paper,Xerox 1955,91.36,5,0.2,29.692,2,32.5,2014-08
8996,CA-2014-109043,2014-08-15,2014-08-17,Primeira Classe,CS-12355,Christine Sundaresam,Consumidor,United States,Hollywood,Florida,33021,Sul,OFF-AP-10004708,Materiais de Escritório,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,152.24,5,0.2,17.127,2,11.249999999999998,2014-08
8997,US-2017-116491,2017-11-11,2017-11-13,Primeira Classe,PG-18820,Patrick Gardner,Consumidor,United States,Dallas,Texas,75081,Central,TEC-PH-10004531,Tecnologia,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,35.184,2,0.2,12.3144,2,35.0,2017-11
8998,CA-2017-122763,2017-03-20,2017-03-20,Mesmo Dia,HG-14845,Harry Greene,Consumidor,United States,Houston,Texas,77041,Central,OFF-PA-10000474,Materiais de Escritório,Paper,Easy-staple paper,56.704,2,0.2,19.1376,0,33.75,2017-03
8999,CA-2017-122763,2017-03-20,2017-03-20,Mesmo Dia,HG-14845,Harry Greene,Consumidor,United States,Houston,Texas,77041,Central,OFF-PA-10002377,Materiais de Escritório,Paper,Xerox 1916,274.064,7,0.2,102.774,0,37.5,2017-03
9000,CA-2017-137785,2017-05-13,2017-05-17,Classe Padrão,MH-18115,Mick Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19140,Leste,FUR-CH-10001482,Móveis,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,458.43,5,0.3,-124.431,4,-27.142857142857142,2017-05
9001,CA-2014-133389,2014-06-22,2014-06-22,Mesmo Dia,TB-21280,Toby Braunhardt,Consumidor,United States,Phoenix,Arizona,85023,Oeste,OFF-BI-10001553,Materiais de Escritório,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,3,0.7,-6.0324,0,-73.33333333333333,2014-06
9002,CA-2014-103807,2014-12-02,2014-12-09,Classe Padrão,EM-13825,Elizabeth Moffitt,Corporativo,United States,Sandy Springs,Georgia,30328,Sul,TEC-AC-10000199,Tecnologia,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,5.95,1,0.0,0.833,7,13.999999999999998,2014-12
9003,CA-2014-103807,2014-12-02,2014-12-09,Classe Padrão,EM-13825,Elizabeth Moffitt,Corporativo,United States,Sandy Springs,Georgia,30328,Sul,OFF-PA-10002195,Materiais de Escritório,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15.24,3,0.0,7.1628,7,47.0,2014-12
9004,CA-2015-102855,2015-04-05,2015-04-06,Mesmo Dia,JF-15415,Jennifer Ferguson,Consumidor,United States,Spokane,Washington,99207,Oeste,TEC-AC-10001767,Tecnologia,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,239.94,6,0.0,26.3934,1,11.0,2015-04
9005,CA-2015-102855,2015-04-05,2015-04-06,Mesmo Dia,JF-15415,Jennifer Ferguson,Consumidor,United States,Spokane,Washington,99207,Oeste,OFF-AR-10002467,Materiais de Escritório,Art,Dixon Ticonderoga Pencils,23.84,8,0.0,6.4368,1,27.0,2015-04
9006,CA-2017-107825,2017-11-18,2017-11-18,Mesmo Dia,NB-18655,Nona Balk,Corporativo,United States,Milwaukee,Wisconsin,53209,Central,OFF-ST-10001321,Materiais de Escritório,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0.0,24.9804,0,27.0,2017-11
9007,CA-2017-107825,2017-11-18,2017-11-18,Mesmo Dia,NB-18655,Nona Balk,Corporativo,United States,Milwaukee,Wisconsin,53209,Central,OFF-ST-10000777,Materiais de Escritório,Storage,"Companion Letter/Legal File, Black",37.76,1,0.0,10.5728,0,28.000000000000004,2017-11
9008,CA-2017-107825,2017-11-18,2017-11-18,Mesmo Dia,NB-18655,Nona Balk,Corporativo,United States,Milwaukee,Wisconsin,53209,Central,OFF-LA-10003720,Materiais de Escritório,Labels,Avery 487,7.38,2,0.0,3.4686,0,47.0,2017-11
9009,CA-2017-107825,2017-11-18,2017-11-18,Mesmo Dia,NB-18655,Nona Balk,Corporativo,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10000206,Móveis,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",5.82,2,0.0,2.7354,0,47.0,2017-11
9010,CA-2017-106047,2017-07-12,2017-07-18,Classe Padrão,CS-11860,Cari Schnelling,Consumidor,United States,Fairfield,Ohio,45014,Leste,OFF-PA-10000791,Materiais de Escritório,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",3.816,1,0.2,1.1925,6,31.25,2017-07
9011,CA-2017-127803,2017-05-19,2017-05-23,Classe Padrão,ND-18460,Neil Ducich,Corporativo,United States,Huntsville,Alabama,35810,Sul,OFF-BI-10001787,Materiais de Escritório,Binders,Wilson Jones Four-Pocket Poly Binders,26.16,4,0.0,12.8184,4,49.0,2017-05
9012,CA-2015-137071,2015-12-20,2015-12-21,Primeira Classe,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,TEC-AC-10004353,Tecnologia,Accessories,Hypercom P1300 Pinpad,100.8,2,0.2,21.42,1,21.250000000000004,2015-12
9013,CA-2016-121447,2016-02-21,2016-02-22,Primeira Classe,EA-14035,Erin Ashbrook,Corporativo,United States,New York City,New York,10011,Leste,FUR-FU-10001861,Móveis,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",135.8,7,0.0,66.542,1,49.0,2016-02
9014,CA-2017-143084,2017-03-18,2017-03-22,Classe Padrão,BP-11050,Barry Pond,Corporativo,United States,Los Angeles,California,90008,Oeste,OFF-AR-10002766,Materiais de Escritório,Art,Prang Drawing Pencil Set,13.9,5,0.0,3.753,4,27.0,2017-03
9015,CA-2017-143084,2017-03-18,2017-03-22,Classe Padrão,BP-11050,Barry Pond,Corporativo,United States,Los Angeles,California,90008,Oeste,OFF-EN-10003072,Materiais de Escritório,Envelopes,Peel & Seel Envelopes,19.4,5,0.0,9.312,4,48.0,2017-03
9016,CA-2016-131639,2016-12-17,2016-12-23,Classe Padrão,NS-18640,Noel Staavos,Corporativo,United States,Carlsbad,New Mexico,88220,Oeste,OFF-BI-10001636,Materiais de Escritório,Binders,Ibico Plastic and Wire Spiral Binding Combs,13.488,2,0.2,4.3836,6,32.50000000000001,2016-12
9017,CA-2016-131639,2016-12-17,2016-12-23,Classe Padrão,NS-18640,Noel Staavos,Corporativo,United States,Carlsbad,New Mexico,88220,Oeste,OFF-BI-10000948,Materiais de Escritório,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,1,0.2,3.8529,6,33.75,2016-12
9018,CA-2016-161361,2016-03-26,2016-03-28,Segunda Classe,MV-17485,Mark Van Huff,Consumidor,United States,Pocatello,Idaho,83201,Oeste,OFF-PA-10001838,Materiais de Escritório,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,3,0.0,8.6436,2,48.99999999999999,2016-03
9019,CA-2016-161361,2016-03-26,2016-03-28,Segunda Classe,MV-17485,Mark Van Huff,Consumidor,United States,Pocatello,Idaho,83201,Oeste,OFF-BI-10002215,Materiais de Escritório,Binders,"Wilson Jones Hanging View Binder, White, 1""",17.04,3,0.2,5.538,2,32.5,2016-03
9020,CA-2014-100706,2014-12-16,2014-12-18,Segunda Classe,LE-16810,Laurel Elliston,Consumidor,United States,Springfield,Virginia,22153,Sul,TEC-AC-10001314,Tecnologia,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.9984,2,8.0,2014-12
9021,CA-2014-100706,2014-12-16,2014-12-18,Segunda Classe,LE-16810,Laurel Elliston,Consumidor,United States,Springfield,Virginia,22153,Sul,FUR-FU-10002268,Móveis,Furnishings,Ultra Door Push Plate,29.46,6,0.0,9.7218,2,33.0,2014-12
9022,CA-2015-129525,2015-11-15,2015-11-20,Classe Padrão,VP-21760,Victoria Pisteka,Corporativo,United States,Toledo,Ohio,43615,Leste,OFF-BI-10002133,Materiais de Escritório,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",166.92,13,0.7,-116.844,5,-70.0,2015-11
9023,US-2016-141880,2016-08-22,2016-08-23,Primeira Classe,TC-21475,Tony Chapman,Home Office,United States,Fort Collins,Colorado,80525,Oeste,FUR-FU-10001979,Móveis,Furnishings,Dana Halogen Swing-Arm Architect Lamp,98.328,3,0.2,9.8328,1,10.0,2016-08
9024,CA-2015-165799,2015-06-29,2015-07-02,Primeira Classe,SG-20470,Sheri Gordon,Consumidor,United States,New York City,New York,10024,Leste,FUR-CH-10001482,Móveis,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,117.882,1,0.1,1.3098,3,1.1111111111111112,2015-06
9025,CA-2016-102127,2016-06-26,2016-07-02,Classe Padrão,VP-21760,Victoria Pisteka,Corporativo,United States,New York City,New York,10035,Leste,TEC-AC-10002018,Tecnologia,Accessories,AmazonBasics 3-Button USB Wired Mouse,20.97,3,0.0,9.0171,6,43.0,2016-06
9026,CA-2016-102127,2016-06-26,2016-07-02,Classe Padrão,VP-21760,Victoria Pisteka,Corporativo,United States,New York City,New York,10035,Leste,TEC-AC-10000397,Tecnologia,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",139.96,4,0.0,9.7972,6,6.999999999999999,2016-06
9027,CA-2016-102127,2016-06-26,2016-07-02,Classe Padrão,VP-21760,Victoria Pisteka,Corporativo,United States,New York City,New York,10035,Leste,FUR-FU-10003976,Móveis,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,0.0,12.8316,6,34.0,2016-06
9028,US-2016-152415,2016-09-17,2016-09-22,Classe Padrão,PO-18865,Patrick O'Donnell,Consumidor,United States,Marlborough,Massachusetts,1752,Leste,FUR-FU-10002597,Móveis,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0.0,6.2244,5,42.0,2016-09
9029,US-2016-152415,2016-09-17,2016-09-22,Classe Padrão,PO-18865,Patrick O'Donnell,Consumidor,United States,Marlborough,Massachusetts,1752,Leste,FUR-FU-10004864,Móveis,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,0.0,61.3824,5,32.0,2016-09
9030,CA-2014-138198,2014-07-18,2014-07-23,Classe Padrão,JL-15130,Jack Lebron,Consumidor,United States,New Rochelle,New York,10801,Leste,OFF-BI-10002103,Materiais de Escritório,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,0.2,4.5188,5,32.49999999999999,2014-07
9031,CA-2017-128041,2017-09-01,2017-09-01,Mesmo Dia,RW-19540,Rick Wilson,Corporativo,United States,Seattle,Washington,98103,Oeste,OFF-AP-10001005,Materiais de Escritório,Appliances,Honeywell Quietcare HEPA Air Cleaner,314.6,4,0.0,103.818,0,32.99999999999999,2017-09
9032,CA-2017-128041,2017-09-01,2017-09-01,Mesmo Dia,RW-19540,Rick Wilson,Corporativo,United States,Seattle,Washington,98103,Oeste,FUR-TA-10002607,Móveis,Tables,KI Conference Tables,283.56,4,0.0,45.3696,0,16.0,2017-09
9033,CA-2017-105823,2017-06-22,2017-06-26,Classe Padrão,RB-19465,Rick Bensley,Home Office,United States,Detroit,Michigan,48227,Central,FUR-CH-10000454,Móveis,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",487.96,2,0.0,146.388,4,30.000000000000004,2017-06
9034,CA-2014-152268,2014-09-02,2014-09-07,Classe Padrão,SC-20095,Sanjit Chand,Consumidor,United States,Fayetteville,Arkansas,72701,Sul,OFF-BI-10001359,Materiais de Escritório,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.0,843.1706,5,47.0,2014-09
9035,CA-2015-148873,2015-10-01,2015-10-05,Classe Padrão,EM-13960,Eric Murdock,Consumidor,United States,Quincy,Illinois,62301,Central,OFF-BI-10003196,Materiais de Escritório,Binders,Accohide Poly Flexible Ring Binders,2.992,4,0.8,-4.488,4,-150.00000000000003,2015-10
9036,CA-2015-148873,2015-10-01,2015-10-05,Classe Padrão,EM-13960,Eric Murdock,Consumidor,United States,Quincy,Illinois,62301,Central,TEC-AC-10003657,Tecnologia,Accessories,Lenovo 17-Key USB Numeric Keypad,108.768,4,0.2,2.7192,4,2.5,2015-10
9037,CA-2015-166492,2015-04-07,2015-04-10,Primeira Classe,RP-19390,Resi Pölking,Consumidor,United States,New York City,New York,10035,Leste,OFF-PA-10002262,Materiais de Escritório,Paper,Xerox 192,25.92,4,0.0,12.4416,3,47.99999999999999,2015-04
9038,CA-2015-166492,2015-04-07,2015-04-10,Primeira Classe,RP-19390,Resi Pölking,Consumidor,United States,New York City,New York,10035,Leste,OFF-ST-10002214,Materiais de Escritório,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708,3,26.0,2015-04
9039,CA-2017-157420,2017-11-21,2017-11-21,Mesmo Dia,HZ-14950,Henia Zydlo,Consumidor,United States,Houston,Texas,77095,Central,TEC-PH-10003555,Tecnologia,Phones,Motorola HK250 Universal Bluetooth Headset,55.176,3,0.2,-12.4146,0,-22.5,2017-11
9040,CA-2016-117121,2016-12-17,2016-12-21,Classe Padrão,AB-10105,Adrian Barton,Consumidor,United States,Detroit,Michigan,48205,Central,OFF-BI-10000545,Materiais de Escritório,Binders,GBC Ibimaster 500 Manual ProClick Binding System,9892.74,13,0.0,4946.37,4,50.0,2016-12
9041,CA-2014-138177,2014-09-19,2014-09-24,Classe Padrão,ND-18460,Neil Ducich,Corporativo,United States,Chandler,Arizona,85224,Oeste,FUR-TA-10004607,Móveis,Tables,Hon 2111 Invitation Series Straight Table,73.915,1,0.5,-45.8273,5,-62.0,2014-09
9042,CA-2014-114335,2014-09-28,2014-10-03,Classe Padrão,XP-21865,Xylona Preis,Consumidor,United States,Hollywood,Florida,33021,Sul,FUR-FU-10000277,Móveis,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,4,0.2,16.8544,5,4.999999999999999,2014-09
9043,CA-2015-168760,2015-09-22,2015-09-26,Segunda Classe,MM-18280,Muhammed MacIntyre,Corporativo,United States,Los Angeles,California,90049,Oeste,OFF-AP-10004532,Materiais de Escritório,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0.0,16.5888,4,27.0,2015-09
9044,CA-2016-168830,2016-11-07,2016-11-13,Classe Padrão,ML-17395,Marina Lichtenstein,Corporativo,United States,San Francisco,California,94122,Oeste,TEC-AC-10003911,Tecnologia,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0.0,163.1898,6,34.0,2016-11
9045,CA-2017-137463,2017-12-16,2017-12-20,Segunda Classe,KM-16225,Kalyca Meade,Corporativo,United States,Sunnyvale,California,94086,Oeste,OFF-BI-10003196,Materiais de Escritório,Binders,Accohide Poly Flexible Ring Binders,5.984,2,0.2,2.244,4,37.50000000000001,2017-12
9046,CA-2017-137463,2017-12-16,2017-12-20,Segunda Classe,KM-16225,Kalyca Meade,Corporativo,United States,Sunnyvale,California,94086,Oeste,TEC-AC-10000358,Tecnologia,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,189.95,5,0.0,45.588,4,24.000000000000004,2017-12
9047,CA-2017-137463,2017-12-16,2017-12-20,Segunda Classe,KM-16225,Kalyca Meade,Corporativo,United States,Sunnyvale,California,94086,Oeste,TEC-AC-10000057,Tecnologia,Accessories,Microsoft Natural Ergonomic Keyboard 4000,149.95,5,0.0,31.4895,4,21.000000000000004,2017-12
9048,CA-2017-137463,2017-12-16,2017-12-20,Segunda Classe,KM-16225,Kalyca Meade,Corporativo,United States,Sunnyvale,California,94086,Oeste,OFF-AR-10001988,Materiais de Escritório,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5,0.0,8.6855,4,28.999999999999996,2017-12
9049,CA-2017-137463,2017-12-16,2017-12-20,Segunda Classe,KM-16225,Kalyca Meade,Corporativo,United States,Sunnyvale,California,94086,Oeste,OFF-LA-10003498,Materiais de Escritório,Labels,Avery 475,44.4,3,0.0,22.2,4,50.0,2017-12
9050,CA-2014-124513,2014-09-21,2014-09-25,Classe Padrão,SL-20155,Sara Luxemburg,Home Office,United States,New York City,New York,10011,Leste,OFF-AR-10002956,Materiais de Escritório,Art,Boston 16801 Nautilus Battery Pencil Sharpener,66.03,3,0.0,17.1678,4,26.0,2014-09
9051,CA-2015-165554,2015-05-18,2015-05-22,Classe Padrão,AJ-10780,Anthony Jacobs,Corporativo,United States,Los Angeles,California,90004,Oeste,OFF-PA-10003724,Materiais de Escritório,Paper,"Wirebound Message Book, 4 per Page",10.86,2,0.0,5.3214,4,49.0,2015-05
9052,CA-2014-141838,2014-03-26,2014-03-31,Segunda Classe,DK-12835,Damala Kotsonis,Corporativo,United States,San Francisco,California,94122,Oeste,OFF-AR-10004272,Materiais de Escritório,Art,Newell 308,3.36,2,0.0,0.84,5,25.0,2014-03
9053,CA-2014-141838,2014-03-26,2014-03-31,Segunda Classe,DK-12835,Damala Kotsonis,Corporativo,United States,San Francisco,California,94122,Oeste,OFF-BI-10003291,Materiais de Escritório,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2,9.4284,5,33.75,2014-03
9054,CA-2014-141838,2014-03-26,2014-03-31,Segunda Classe,DK-12835,Damala Kotsonis,Corporativo,United States,San Francisco,California,94122,Oeste,TEC-PH-10004100,Tecnologia,Phones,Griffin GC17055 Auxiliary Audio Cable,28.784,2,0.2,2.8784,5,10.0,2014-03
9055,CA-2017-117009,2017-09-22,2017-09-28,Classe Padrão,BK-11260,Berenike Kampe,Consumidor,United States,Santa Ana,California,92704,Oeste,OFF-SU-10001218,Materiais de Escritório,Supplies,Fiskars Softgrip Scissors,21.96,2,0.0,6.1488,6,27.999999999999996,2017-09
9056,CA-2015-128993,2015-09-12,2015-09-17,Segunda Classe,CC-12670,Craig Carreira,Consumidor,United States,Seattle,Washington,98103,Oeste,TEC-AC-10004209,Tecnologia,Accessories,Memorex Froggy Flash Drive 4 GB,21.98,2,0.0,8.5722,5,39.0,2015-09
9057,CA-2015-160227,2015-11-02,2015-11-04,Primeira Classe,ED-13885,Emily Ducich,Home Office,United States,New York City,New York,10011,Leste,FUR-CH-10002073,Móveis,Chairs,Hon Olson Stacker Chairs,2621.322,11,0.1,553.3902,2,21.11111111111111,2015-11
9058,CA-2015-149097,2015-10-20,2015-10-24,Classe Padrão,SV-20785,Stewart Visinsky,Consumidor,United States,Los Angeles,California,90045,Oeste,FUR-FU-10003424,Móveis,Furnishings,Nu-Dell Oak Frame,74.76,7,0.0,23.9232,4,32.0,2015-10
9059,CA-2015-149097,2015-10-20,2015-10-24,Classe Padrão,SV-20785,Stewart Visinsky,Consumidor,United States,Los Angeles,California,90045,Oeste,FUR-TA-10001086,Móveis,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776,3,0.2,27.3582,4,7.5,2015-10
9060,CA-2016-132304,2016-06-14,2016-06-18,Classe Padrão,AR-10825,Anthony Rawles,Corporativo,United States,Seattle,Washington,98103,Oeste,FUR-TA-10004619,Móveis,Tables,Hon Non-Folding Utility Tables,1115.17,7,0.0,334.551,4,30.0,2016-06
9061,CA-2015-136420,2015-11-20,2015-11-21,Primeira Classe,CS-12250,Chris Selesnick,Corporativo,United States,San Diego,California,92024,Oeste,OFF-BI-10002854,Materiais de Escritório,Binders,"Performers Binder/Pad Holder, Black",89.696,4,0.2,33.636,1,37.50000000000001,2015-11
9062,CA-2015-136420,2015-11-20,2015-11-21,Primeira Classe,CS-12250,Chris Selesnick,Corporativo,United States,San Diego,California,92024,Oeste,OFF-LA-10002762,Materiais de Escritório,Labels,Avery 485,50.12,4,0.0,23.5564,1,47.0,2015-11
9063,CA-2016-101623,2016-02-28,2016-03-06,Classe Padrão,RR-19525,Rick Reed,Corporativo,United States,New York City,New York,10035,Leste,OFF-FA-10003495,Materiais de Escritório,Fasteners,Staples,36.48,6,0.0,18.24,7,50.0,2016-02
9064,US-2014-151015,2014-10-14,2014-10-20,Classe Padrão,BD-11500,Bradley Drucker,Consumidor,United States,Chicago,Illinois,60653,Central,OFF-PA-10002581,Materiais de Escritório,Paper,Xerox 1951,322.192,13,0.2,100.685,6,31.25,2014-10
9065,US-2014-151015,2014-10-14,2014-10-20,Classe Padrão,BD-11500,Bradley Drucker,Consumidor,United States,Chicago,Illinois,60653,Central,OFF-BI-10000343,Materiais de Escritório,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,3,0.8,-4.8609,6,-165.0,2014-10
9066,US-2014-151015,2014-10-14,2014-10-20,Classe Padrão,BD-11500,Bradley Drucker,Consumidor,United States,Chicago,Illinois,60653,Central,OFF-PA-10001184,Materiais de Escritório,Paper,Xerox 1903,19.136,4,0.2,6.9368,6,36.25,2014-10
9067,CA-2017-152968,2017-05-26,2017-05-30,Classe Padrão,BM-11785,Bryan Mills,Consumidor,United States,Harrisonburg,Virginia,22801,Sul,TEC-AC-10000521,Tecnologia,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",23.08,2,0.0,6.924,4,30.000000000000004,2017-05
9068,CA-2016-150077,2016-02-04,2016-02-10,Classe Padrão,MS-17365,Maribeth Schnelling,Consumidor,United States,Rockville,Maryland,20852,Leste,TEC-PH-10002890,Tecnologia,Phones,AT&T 17929 Lendline Telephone,90.48,2,0.0,23.5248,6,25.999999999999996,2016-02
9069,CA-2016-106278,2016-09-02,2016-09-05,Segunda Classe,BM-11140,Becky Martin,Consumidor,United States,Des Moines,Washington,98198,Oeste,FUR-CH-10003061,Móveis,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997,3,-1.25,2016-09
9070,CA-2016-106278,2016-09-02,2016-09-05,Segunda Classe,BM-11140,Becky Martin,Consumidor,United States,Des Moines,Washington,98198,Oeste,OFF-EN-10003567,Materiais de Escritório,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,3,0.0,30.9918,3,47.0,2016-09
9071,CA-2017-147550,2017-12-04,2017-12-05,Primeira Classe,KE-16420,Katrina Edelman,Corporativo,United States,Philadelphia,Pennsylvania,19134,Leste,FUR-FU-10001918,Móveis,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,11.352,3,0.2,2.6961,1,23.75,2017-12
9072,CA-2015-136105,2015-06-12,2015-06-16,Classe Padrão,SZ-20035,Sam Zeldin,Home Office,United States,Columbus,Indiana,47201,Central,OFF-ST-10002444,Materiais de Escritório,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0.0,6.8768,4,28.000000000000004,2015-06
9073,CA-2016-142524,2016-09-04,2016-09-08,Classe Padrão,MB-18085,Mick Brown,Consumidor,United States,Springfield,Missouri,65807,Central,OFF-EN-10003286,Materiais de Escritório,Envelopes,Staple envelope,16.56,2,0.0,7.7832,4,47.0,2016-09
9074,CA-2016-142524,2016-09-04,2016-09-08,Classe Padrão,MB-18085,Mick Brown,Consumidor,United States,Springfield,Missouri,65807,Central,TEC-AC-10000109,Tecnologia,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,279.95,5,0.0,67.188,4,24.000000000000004,2016-09
9075,CA-2014-136336,2014-04-21,2014-04-26,Classe Padrão,DB-13555,Dorothy Badders,Corporativo,United States,Henderson,Kentucky,42420,Sul,OFF-ST-10002574,Materiais de Escritório,Storage,"SAFCO Commercial Wire Shelving, Black",828.84,6,0.0,0.0,5,0.0,2014-04
9076,US-2015-136259,2015-11-05,2015-11-08,Primeira Classe,CB-12415,Christy Brittain,Consumidor,United States,Lakewood,Ohio,44107,Leste,OFF-BI-10000773,Materiais de Escritório,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.7,-5.5338,3,-76.66666666666667,2015-11
9077,US-2015-136259,2015-11-05,2015-11-08,Primeira Classe,CB-12415,Christy Brittain,Consumidor,United States,Lakewood,Ohio,44107,Leste,OFF-SU-10004661,Materiais de Escritório,Supplies,Acme Titanium Bonded Scissors,27.2,4,0.2,2.04,3,7.5,2015-11
9078,US-2014-124625,2014-11-03,2014-11-07,Classe Padrão,SP-20650,Stephanie Phelps,Corporativo,United States,Omaha,Nebraska,68104,Central,TEC-AC-10003280,Tecnologia,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,0.0,18.8937,4,21.0,2014-11
9079,CA-2016-108105,2016-02-16,2016-02-23,Classe Padrão,GW-14605,Giulietta Weimer,Consumidor,United States,Henderson,Kentucky,42420,Sul,FUR-FU-10003773,Móveis,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,4,0.0,34.9888,7,11.0,2016-02
9080,CA-2016-108105,2016-02-16,2016-02-23,Classe Padrão,GW-14605,Giulietta Weimer,Consumidor,United States,Henderson,Kentucky,42420,Sul,OFF-BI-10002412,Materiais de Escritório,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,5.8,1,0.0,2.61,7,45.0,2016-02
9081,CA-2017-166898,2017-09-11,2017-09-13,Segunda Classe,KH-16630,Ken Heidel,Corporativo,United States,Santa Ana,California,92704,Oeste,TEC-PH-10002564,Tecnologia,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6,0.2,17.994,2,12.5,2017-09
9082,CA-2017-166898,2017-09-11,2017-09-13,Segunda Classe,KH-16630,Ken Heidel,Corporativo,United States,Santa Ana,California,92704,Oeste,OFF-PA-10002262,Materiais de Escritório,Paper,Xerox 192,19.44,3,0.0,9.3312,2,48.00000000000001,2017-09
9083,CA-2017-169005,2017-11-02,2017-11-06,Classe Padrão,BG-11035,Barry Gonzalez,Consumidor,United States,Springfield,Virginia,22153,Sul,OFF-AR-10000246,Materiais de Escritório,Art,Newell 318,5.56,2,0.0,1.4456,4,26.0,2017-11
9084,CA-2015-104038,2015-02-06,2015-02-08,Primeira Classe,LO-17170,Lori Olson,Corporativo,United States,Suffolk,Virginia,23434,Sul,OFF-ST-10002554,Materiais de Escritório,Storage,Tennsco Industrial Shelving,146.73,3,0.0,2.9346,2,2.0,2015-02
9085,CA-2015-104038,2015-02-06,2015-02-08,Primeira Classe,LO-17170,Lori Olson,Corporativo,United States,Suffolk,Virginia,23434,Sul,OFF-PA-10002751,Materiais de Escritório,Paper,Xerox 1920,29.9,5,0.0,13.455,2,45.0,2015-02
9086,CA-2016-126102,2016-09-10,2016-09-12,Segunda Classe,DV-13465,Dianna Vittorini,Consumidor,United States,Los Angeles,California,90049,Oeste,OFF-BI-10004318,Materiais de Escritório,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,2,0.2,89.9548,2,32.5,2016-09
